site,date,evi,tag
SJER,2014-06-10,0.2416,training
SJER,2014-06-18,0.2414,training
SJER,2014-06-26,0.23090000000000002,training
SJER,2014-07-04,0.23090000000000002,training
SJER,2014-07-12,0.21980000000000002,training
SJER,2014-07-20,0.21610000000000001,training
SJER,2014-07-28,0.21610000000000001,training
SJER,2014-08-05,0.24080000000000001,training
SJER,2014-08-13,0.22540000000000002,training
SJER,2014-08-21,0.22540000000000002,training
SJER,2014-08-29,0.21130000000000002,training
SJER,2014-09-06,0.21910000000000002,training
SJER,2014-09-14,0.21910000000000002,training
SJER,2014-09-22,0.21610000000000001,training
SJER,2014-09-30,0.21610000000000001,training
SJER,2014-10-08,0.2091,training
SJER,2014-10-16,0.22870000000000001,training
SJER,2014-10-24,0.22870000000000001,training
SJER,2014-11-01,0.271,training
SJER,2014-11-09,0.271,training
SJER,2014-11-17,0.2837,training
SJER,2014-11-25,0.3672,training
SJER,2014-12-03,0.3672,training
SJER,2014-12-19,0.49660000000000004,training
SJER,2014-12-27,0.49660000000000004,training
SJER,2015-01-01,0.5227,training
SJER,2015-01-17,0.5067,training
SJER,2015-01-25,0.5478000000000001,training
SJER,2015-02-02,0.5755,training
SJER,2015-02-10,0.5755,training
SJER,2015-02-18,0.5235000000000001,training
SJER,2015-02-26,0.556,training
SJER,2015-03-06,0.556,training
SJER,2015-03-14,0.37070000000000003,training
SJER,2015-03-22,0.37070000000000003,training
SJER,2015-03-30,0.3356,training
SJER,2015-04-07,0.3108,training
SJER,2015-04-15,0.2962,training
SJER,2015-04-23,0.2962,training
SJER,2015-05-01,0.25630000000000003,training
SJER,2015-05-09,0.25630000000000003,training
SJER,2015-05-17,0.24000000000000002,training
SJER,2015-05-25,0.24000000000000002,training
SJER,2015-06-02,0.2159,training
SJER,2015-06-10,0.2159,training
SJER,2015-06-18,0.2212,training
SJER,2015-06-26,0.2212,training
SJER,2015-07-04,0.2258,training
SJER,2015-07-12,0.2506,training
SJER,2015-07-20,0.2506,training
SJER,2015-07-28,0.21530000000000002,training
SJER,2015-08-05,0.2101,training
SJER,2015-08-13,0.2101,training
SJER,2015-08-21,0.2222,training
SJER,2015-08-29,0.20520000000000002,training
SJER,2015-09-06,0.21150000000000002,training
SJER,2015-09-14,0.21150000000000002,training
SJER,2015-09-22,0.22010000000000002,training
SJER,2015-09-30,0.20620000000000002,training
SJER,2015-10-08,0.21610000000000001,training
SJER,2015-10-16,0.21610000000000001,training
SJER,2015-10-24,0.22060000000000002,training
SJER,2015-11-01,0.22060000000000002,training
SJER,2015-11-09,0.2954,training
SJER,2015-11-17,0.3776,training
SJER,2015-11-25,0.37610000000000005,training
SJER,2015-12-03,0.37610000000000005,training
SJER,2015-12-11,0.43170000000000003,training
SJER,2015-12-19,0.42660000000000003,training
SJER,2015-12-27,0.42660000000000003,training
SJER,2016-01-17,0.46230000000000004,training
SJER,2016-01-25,0.46230000000000004,training
SJER,2016-02-02,0.40080000000000005,training
SJER,2016-02-10,0.40080000000000005,training
SJER,2016-02-18,0.41200000000000003,training
SJER,2016-02-26,0.3839,training
SJER,2016-03-21,0.4131,training
SJER,2016-03-29,0.4131,training
SJER,2016-04-06,0.4038,training
SJER,2016-04-14,0.4038,training
SJER,2016-04-22,0.32930000000000004,training
SJER,2016-04-30,0.32930000000000004,training
SJER,2016-05-08,0.2579,training
SJER,2016-05-16,0.2369,training
SJER,2016-05-24,0.2223,training
SJER,2016-06-01,0.2373,training
SJER,2016-06-09,0.2373,training
SJER,2016-06-17,0.2278,training
SJER,2016-06-25,0.22080000000000002,training
SJER,2016-07-03,0.2147,training
SJER,2016-07-11,0.2104,training
SJER,2016-07-19,0.2061,training
SJER,2016-07-27,0.2141,training
SJER,2016-08-04,0.2277,training
SJER,2016-08-12,0.2277,training
SJER,2016-08-20,0.2227,training
SJER,2016-08-28,0.20220000000000002,training
SJER,2016-09-05,0.20220000000000002,training
SJER,2016-09-13,0.2237,training
SJER,2016-09-21,0.2237,training
SJER,2016-09-29,0.20750000000000002,training
SJER,2016-10-07,0.22290000000000001,training
SJER,2016-10-15,0.22290000000000001,training
SJER,2016-10-23,0.226,training
SJER,2016-10-31,0.24430000000000002,training
SJER,2016-11-08,0.24430000000000002,training
SJER,2016-11-16,0.2752,training
SJER,2016-11-24,0.281,training
SJER,2016-12-02,0.27,training
SJER,2016-12-10,0.2786,training
SJER,2016-12-18,0.2786,training
SJER,2016-12-26,0.2818,training
SJER,2017-02-10,0.40690000000000004,training
SJER,2017-02-18,0.42800000000000005,training
SJER,2017-02-26,0.42800000000000005,training
SJER,2017-03-06,0.39490000000000003,training
SJER,2017-03-14,0.49110000000000004,training
SJER,2017-03-22,0.4494,training
SJER,2017-03-30,0.4494,training
SJER,2017-04-07,0.43820000000000003,training
SJER,2017-04-15,0.43820000000000003,training
SJER,2017-04-23,0.42510000000000003,training
SJER,2017-05-01,0.3476,training
SJER,2017-05-09,0.3246,training
SJER,2017-05-17,0.2686,training
SJER,2017-05-25,0.24650000000000002,training
SJER,2017-06-02,0.24650000000000002,training
SJER,2017-06-10,0.2639,training
SJER,2017-06-18,0.22160000000000002,training
SJER,2017-06-26,0.22160000000000002,training
SJER,2017-07-04,0.2296,training
SJER,2017-07-12,0.2296,training
SJER,2017-07-20,0.23170000000000002,training
SJER,2017-07-28,0.2204,training
SJER,2017-08-05,0.2422,training
SJER,2017-08-13,0.2422,training
SJER,2017-08-21,0.21980000000000002,training
SJER,2017-08-29,0.24280000000000002,training
SJER,2017-09-06,0.2215,training
SJER,2017-09-14,0.20720000000000002,training
SJER,2017-09-22,0.20720000000000002,training
SJER,2017-09-30,0.202,training
SJER,2017-10-08,0.2131,training
SJER,2017-10-16,0.2131,training
SJER,2017-10-24,0.21810000000000002,training
SJER,2017-11-01,0.21810000000000002,training
SJER,2017-11-09,0.21660000000000001,training
SJER,2017-11-17,0.21660000000000001,training
SJER,2017-11-25,0.22460000000000002,training
SJER,2017-12-03,0.22460000000000002,training
SJER,2017-12-11,0.22920000000000001,training
SJER,2018-02-18,0.2923,training
SJER,2018-02-26,0.2923,training
SJER,2018-03-06,0.32270000000000004,training
SJER,2018-03-14,0.36010000000000003,training
SJER,2018-03-22,0.3443,training
SJER,2018-03-30,0.3443,training
SJER,2018-04-07,0.3649,training
SJER,2018-04-15,0.3649,training
SJER,2018-04-23,0.32680000000000003,training
SJER,2018-05-01,0.2924,training
SJER,2018-05-09,0.27690000000000003,training
SJER,2018-05-17,0.22440000000000002,training
SJER,2018-05-25,0.22440000000000002,training
SJER,2018-06-02,0.2255,training
SJER,2018-06-10,0.2255,training
SJER,2018-06-18,0.2091,training
SJER,2018-06-26,0.22310000000000002,training
SJER,2018-07-04,0.22310000000000002,training
SJER,2018-07-12,0.2076,training
SJER,2018-07-20,0.2076,training
SJER,2018-07-28,0.22190000000000001,training
SJER,2018-08-05,0.22190000000000001,training
SJER,2018-08-13,0.2068,training
SJER,2018-08-21,0.21910000000000002,training
SJER,2018-08-29,0.21910000000000002,training
SJER,2018-09-06,0.2139,training
SJER,2018-09-14,0.2228,training
SJER,2018-09-22,0.20500000000000002,training
SJER,2018-09-30,0.2222,training
SJER,2018-10-08,0.2222,training
SJER,2018-10-16,0.21450000000000002,training
SJER,2018-10-24,0.21450000000000002,training
SJER,2018-11-01,0.2076,training
SJER,2018-11-09,0.22390000000000002,training
SJER,2018-12-19,0.248,training
SJER,2018-12-27,0.248,training
SJER,2019-01-09,0.315,training
SJER,2019-01-17,0.315,training
SJER,2019-01-25,0.3507,training
SJER,2019-02-02,0.3507,training
SJER,2019-02-10,0.37020000000000003,training
SJER,2019-02-18,0.37020000000000003,training
SJER,2019-02-26,0.43320000000000003,training
SJER,2019-03-06,0.40180000000000005,training
SJER,2019-03-14,0.42300000000000004,training
SJER,2019-03-22,0.42300000000000004,training
SJER,2019-03-30,0.4877,training
SJER,2019-04-07,0.4877,training
SJER,2019-04-15,0.4086,training
SJER,2019-04-23,0.4086,training
SJER,2019-05-01,0.3568,training
SJER,2019-05-09,0.2827,training
SJER,2019-05-17,0.24350000000000002,training
SJER,2019-05-25,0.2665,training
SJER,2019-06-02,0.2665,training
SJER,2019-06-10,0.2771,training
SJER,2019-06-18,0.2752,training
SJER,2019-06-26,0.25680000000000003,training
SJER,2019-07-04,0.25680000000000003,training
SJER,2019-07-12,0.2228,training
SJER,2019-07-20,0.22870000000000001,training
SJER,2019-07-28,0.22870000000000001,training
SJER,2019-08-05,0.2099,training
SJER,2019-08-13,0.2099,training
SJER,2019-08-21,0.2311,training
SJER,2019-08-29,0.2311,training
SJER,2019-09-06,0.22210000000000002,training
SJER,2019-09-14,0.22760000000000002,training
SJER,2019-09-22,0.22760000000000002,training
SJER,2019-09-30,0.22340000000000002,training
SJER,2019-10-08,0.21860000000000002,training
SJER,2019-10-16,0.21860000000000002,training
SJER,2019-10-24,0.2223,training
SJER,2019-11-01,0.2223,training
SJER,2019-11-09,0.2243,training
SJER,2019-11-17,0.2243,training
SJER,2019-11-25,0.24810000000000001,training
SJER,2019-12-03,0.24810000000000001,training
SJER,2019-12-11,0.2632,training
SJER,2019-12-19,0.2949,training
SJER,2019-12-27,0.3367,training
SJER,2020-01-01,0.3367,training
SJER,2020-01-09,0.2538,training
SJER,2020-01-17,0.3703,training
SJER,2020-02-02,0.40190000000000003,training
SJER,2020-02-10,0.40190000000000003,training
SJER,2020-02-18,0.3814,training
SJER,2020-02-26,0.3814,training
SJER,2020-03-05,0.38870000000000005,training
SJER,2020-03-13,0.38870000000000005,training
SJER,2020-03-21,0.395,training
SJER,2020-03-29,0.395,training
SJER,2020-04-06,0.41950000000000004,training
SJER,2020-04-14,0.3289,training
